source_country,destination_country,gsv
Israel,Malta,26671
Israel,Egypt,25745
Israel,Romania,25316
Israel,Cameroon,24146
Israel,Ireland,21790
Israel,Indonesia,17292
Israel,Bangladesh,11253
Israel,Ethiopia,10151
Israel,Czechia,9241
Israel,Hungary,6861
Israel,Iceland,5115
Israel,Mozambique,5017
Israel,Croatia,4988
Israel,Colombia,3743
Israel,United States of America,3246
Israel,Ecuador,2943
Israel,Estonia,2914
Israel,Nepal,1900
Israel,Slovakia,1812
Israel,Luxembourg,1033
Israel,Denmark,772
Israel,Burundi,408
Israel,Sierra Leone,261
Israel,Senegal,236
Israel,Peru,228
Israel,Slovenia,215
Israel,Haiti,41
Israel,Sweden,9
Israel,Norway,8
Israel,Mexico,7
Italy,Senegal,107568081
Italy,India,59836231
Italy,Bangladesh,52000519
Italy,Ghana,49485082
Italy,Italy,44614691
Italy,Philippines,41476786
Italy,Mali,29144401
Italy,Lithuania,19508894
Italy,Belgium,19369638
Italy,C̫te d'Ivoire,17442241
Italy,Spain,16227818
Italy,Nigeria,7644919
Italy,Portugal,7168237
Italy,Cameroon,6624426
Italy,Germany,6573616
Italy,United Kingdom,6281233
Italy,Benin,5840892
Italy,Kenya,5263357
Italy,France,4294839
Italy,Viet Nam,4070291
Italy,Tanzania,2639768
Italy,Nepal,2209658
Italy,Uganda,1399464
Italy,Netherlands,1376973
Italy,Burkina Faso,1206879
Italy,Austria,892347
Italy,Mozambique,849832
Italy,"Congo, Democratic Republic of the",724713
Italy,Brazil,662367
Italy,Sri Lanka,623793
Italy,Gambia,479845
Italy,Luxembourg,461822
Italy,Pakistan,434457
Italy,Egypt,371452
Italy,Latvia,238583
Italy,Finland,209950
Italy,Guinea-Bissau,200752
Italy,Indonesia,190412
Italy,Guinea,138043
Italy,Liberia,133437
Italy,Bulgaria,121391
Italy,United States of America,110141
Italy,Gabon,105003
Italy,Estonia,104805
Italy,Malaysia,102795
Italy,Ireland,96980
Italy,Sierra Leone,82784
Italy,South Africa,81051
Italy,Mongolia,54622
Italy,Rwanda,51075
Italy,Tunisia,39110
Italy,Madagascar,35064
Italy,Colombia,33657
Italy,Haiti,31738
Italy,Ethiopia,15908
Italy,Zimbabwe,14619
Italy,Zambia,9112
Italy,Thailand,8970
Italy,Turkey,8145
Italy,Malawi,7667
Italy,Togo,7206
Italy,Poland,6733
Italy,Greece,5231
Italy,Romania,3566
Italy,Cyprus,3424
Italy,Sweden,2210
Italy,Morocco,2086
Italy,Burundi,1212
Italy,Czechia,1194
Italy,Russian Federation,813
Italy,Hungary,346
Italy,South Sudan,323
Italy,Malta,217
Italy,Iceland,182
Italy,French Guiana,161
Italy,Croatia,120
Italy,Ecuador,4
Italy,Botswana,2
Italy,Cambodia,2
Italy,Chad,1
Jamaica,India,86964
Jamaica,Kenya,45224
Jamaica,Ghana,27311
Jamaica,Netherlands,17554
Jamaica,Belgium,15326
Jamaica,Viet Nam,13041
Jamaica,Germany,9793
Jamaica,Italy,3747
Jamaica,Uganda,3558
Jamaica,Spain,3120
Jamaica,Lithuania,2076
Jamaica,Tanzania,1620
Jamaica,France,1472
Jamaica,Zimbabwe,630
Jamaica,United Kingdom,64
Japan,Viet Nam,43416738
Japan,Bangladesh,36825789
Japan,Philippines,18179604
Japan,Kenya,14677546
Japan,Thailand,6381052
Japan,Tanzania,2593609
Japan,India,2013455
Japan,Uganda,1931119
Japan,Ghana,1883618
Japan,France,937155
Japan,Germany,933383
Japan,Spain,862757
Japan,Italy,464729
Japan,Malaysia,437014
Japan,Portugal,326087
Japan,Netherlands,325200
Japan,Belgium,301199
Japan,South Africa,210738
Japan,Pakistan,190559
Japan,Mongolia,170064
Japan,Senegal,87981
Japan,Austria,80989
Japan,Lithuania,69826
Japan,Benin,65116
Japan,Finland,48846
Japan,C̫te d'Ivoire,33317
Japan,Egypt,31486
Japan,Mozambique,26256
Japan,Latvia,25112
Japan,Luxembourg,23930
Japan,Indonesia,22559
Japan,Cameroon,19886
Japan,Mali,12016
Japan,Estonia,9521
Japan,Ireland,8049
Japan,Burkina Faso,7646
Japan,Sierra Leone,6288
Japan,Zimbabwe,2412
Japan,Gabon,1292
Japan,Malawi,706
Japan,Burundi,547
Japan,Nepal,43
Japan,Cambodia,3
Japan,United States of America,3
Japan,United Kingdom,1
Jersey,Kenya,422188
Jersey,Uganda,180294
Jersey,Ghana,4360
Jersey,Viet Nam,3826
Jersey,Tanzania,1876
Jordan,Bangladesh,7347374
Jordan,Philippines,7252997
Jordan,United Kingdom,310273
Jordan,Uganda,294838
Jordan,Malaysia,202859
Jordan,Ghana,175038
Jordan,Egypt,135745
Jordan,Germany,133658
Jordan,Thailand,132574
Jordan,India,102340
Jordan,United States of America,87892
Jordan,Spain,80042
Jordan,Australia,73384
Jordan,Pakistan,67239
Jordan,Italy,56531
Jordan,Belgium,50311
Jordan,Senegal,49502
Jordan,Canada,37689
Jordan,Netherlands,29877
Jordan,Kenya,21472
Jordan,France,19608
Jordan,Poland,18721
Jordan,South Africa,18138
Jordan,Lithuania,16297
Jordan,Austria,15176
Jordan,Cyprus,14104
Jordan,Viet Nam,13779
Jordan,Bulgaria,11654
Jordan,Sweden,8675
Jordan,Portugal,8588
Jordan,Greece,5866
Jordan,Ethiopia,5363
Jordan,Finland,5190
Jordan,Tanzania,5074
Jordan,Morocco,5044
Jordan,Sri Lanka,4938
Jordan,Ireland,4777
Jordan,Romania,3241
Jordan,Czechia,2091
Jordan,Cameroon,1916
Jordan,Denmark,1326
Jordan,Hungary,1148
Jordan,Turkey,560
Jordan,Latvia,459
Jordan,Bahrain,392
Jordan,Nigeria,282
Jordan,Mozambique,256
Jordan,Luxembourg,155
Jordan,China,1
Kazakhstan,India,390996
Kazakhstan,Viet Nam,190446
Kazakhstan,Kenya,142730
Kazakhstan,Bangladesh,125273
Kazakhstan,Indonesia,105514
Kazakhstan,Uganda,96348
Kazakhstan,Germany,83512
Kazakhstan,Cameroon,31279
Kazakhstan,Colombia,28851
Kazakhstan,Tanzania,17238
Kazakhstan,Senegal,16076
Kazakhstan,France,14828
Kazakhstan,C̫te d'Ivoire,14054
Kazakhstan,Spain,13030
Kazakhstan,Benin,6433
Kazakhstan,Italy,6029
Kazakhstan,Ghana,5969
Kazakhstan,Estonia,4009
Kazakhstan,Portugal,3889
Kazakhstan,Austria,3627
Kazakhstan,Rwanda,3382
Kazakhstan,Belgium,3290
Kazakhstan,Latvia,1737
Kazakhstan,Malaysia,1578
Kazakhstan,Finland,1021
Kazakhstan,Netherlands,834
Kazakhstan,Sierra Leone,705
Kazakhstan,Mozambique,539
Kazakhstan,Liberia,345
Kazakhstan,Lithuania,340
Kazakhstan,Zambia,92
Kazakhstan,Togo,81
Kenya,Uganda,82132823
Kenya,Kenya,43263623
Kenya,India,27920861
Kenya,Tanzania,8763261
Kenya,Ghana,8032865
Kenya,Rwanda,3729508
Kenya,China,1299996
Kenya,Pakistan,646102
Kenya,Cameroon,338074
Kenya,Madagascar,308498
Kenya,Nigeria,264875
Kenya,Belgium,184488
Kenya,Philippines,126565
Kenya,United Arab Emirates,120374
Kenya,Viet Nam,98269
Kenya,Netherlands,89675
Kenya,Germany,80282
Kenya,Bangladesh,59191
Kenya,United Kingdom,47063
Kenya,France,39347
Kenya,Italy,27196
Kenya,South Africa,25675
Kenya,Spain,24449
Kenya,Lithuania,19058
Kenya,Australia,8321
Kenya,Mozambique,7654
Kenya,Finland,7313
Kenya,Senegal,6824
Kenya,"Congo, Democratic Republic of the",6719
Kenya,Austria,6046
Kenya,United States of America,5737
Kenya,Ireland,5109
Kenya,Malaysia,4813
Kenya,Zimbabwe,3982
Kenya,Ethiopia,1814
Kenya,Luxembourg,1726
Kenya,Portugal,1130
Kenya,Zambia,985
Kenya,Turkey,926
Kenya,Egypt,525
Kenya,C̫te d'Ivoire,321
Kenya,Malawi,288
Kenya,Gabon,198
Kenya,Latvia,176
Kenya,Benin,131
Kenya,Mongolia,98
Kenya,Canada,25
Kenya,Thailand,9
Kenya,Jordan,6
Kenya,Burkina Faso,4
Kenya,Brazil,4
Kenya,Indonesia,3
Kenya,Congo,2
Kenya,Burundi,2
Kenya,Nepal,2
Kenya,Gambia,2
"Korea, Republic of",Viet Nam,1273265577
"Korea, Republic of",Thailand,288926158
"Korea, Republic of",India,177194543
"Korea, Republic of",Bangladesh,140079656
"Korea, Republic of",Philippines,67784948
"Korea, Republic of",Malaysia,24960937
"Korea, Republic of",Indonesia,23490272
"Korea, Republic of",Nepal,16072605
"Korea, Republic of",Uganda,13095239
"Korea, Republic of",China,11886460
"Korea, Republic of",Germany,10853543
"Korea, Republic of",Kenya,10398470
"Korea, Republic of",United Kingdom,9850357
"Korea, Republic of",Ghana,9721604
"Korea, Republic of",Pakistan,6865572
"Korea, Republic of",France,5795848
"Korea, Republic of",Liberia,5008573
"Korea, Republic of",Australia,4277717
"Korea, Republic of",Tanzania,2927656
"Korea, Republic of",Netherlands,2926969
"Korea, Republic of",Rwanda,2320671
"Korea, Republic of",Spain,2255117
"Korea, Republic of",Cambodia,1932469
"Korea, Republic of",Nigeria,1912562
"Korea, Republic of",Italy,1896111
"Korea, Republic of",Belgium,1420073
"Korea, Republic of",Cameroon,931917
"Korea, Republic of","Congo, Democratic Republic of the",929081
"Korea, Republic of",Austria,861207
"Korea, Republic of",Lithuania,828132
"Korea, Republic of",C̫te d'Ivoire,617960
"Korea, Republic of",Portugal,535990
"Korea, Republic of",Ireland,434979
"Korea, Republic of",Senegal,420343
"Korea, Republic of",Poland,415051
"Korea, Republic of",Turkey,385002
"Korea, Republic of",Finland,351935
"Korea, Republic of",Egypt,327751
"Korea, Republic of",Mali,269067
"Korea, Republic of",Canada,262527
"Korea, Republic of",Guinea,244819
"Korea, Republic of",United Arab Emirates,216342
"Korea, Republic of",Benin,191708
"Korea, Republic of",Sweden,170601
"Korea, Republic of",Denmark,157355
"Korea, Republic of",Mozambique,156602
"Korea, Republic of",Brazil,122946
"Korea, Republic of",Estonia,114999
"Korea, Republic of",Malta,113976
"Korea, Republic of",South Africa,100416
"Korea, Republic of",Latvia,91048
"Korea, Republic of",Zambia,89340
"Korea, Republic of",Sierra Leone,79618
"Korea, Republic of",United States of America,74205
"Korea, Republic of",Burkina Faso,73909
"Korea, Republic of",Gabon,69880
"Korea, Republic of",Malawi,58917
"Korea, Republic of",Romania,55355
"Korea, Republic of",Zimbabwe,50289
"Korea, Republic of",Mexico,43680
"Korea, Republic of",Czechia,37685
"Korea, Republic of",Croatia,34981
"Korea, Republic of",Switzerland,31565
"Korea, Republic of",Hungary,28822
"Korea, Republic of",Ethiopia,26258
"Korea, Republic of",Luxembourg,25145
"Korea, Republic of",Norway,24232
"Korea, Republic of",Cyprus,21364
"Korea, Republic of",Greece,17161
"Korea, Republic of",Bulgaria,16203
"Korea, Republic of",Colombia,12935
"Korea, Republic of",Iceland,12696
"Korea, Republic of",Slovakia,10566
"Korea, Republic of",Mongolia,10222
"Korea, Republic of",Haiti,10111
"Korea, Republic of",Burundi,8420
"Korea, Republic of",Togo,5820
"Korea, Republic of",Guinea-Bissau,1796
"Korea, Republic of",Peru,936
"Korea, Republic of",Bahrain,827
"Korea, Republic of",Israel,255
"Korea, Republic of",Slovenia,108
"Korea, Republic of",Bolivia (Plurinational State of),41
"Korea, Republic of",Argentina,4
"Korea, Republic of",Sri Lanka,1
"Korea, Republic of",Uruguay,0
"Korea, Republic of",Paraguay,0
Kuwait,Bangladesh,60585189
Kuwait,Ghana,37199718
Kuwait,Philippines,37163503
Kuwait,Benin,34784875
Kuwait,Kenya,25964237
Kuwait,India,21755223
Kuwait,Uganda,12470721
Kuwait,Thailand,6586277
Kuwait,Pakistan,5999904
Kuwait,Mali,5920978
Kuwait,Turkey,4362014
Kuwait,Indonesia,3842503
Kuwait,Egypt,3381549
Kuwait,Cameroon,3078956
Kuwait,Malaysia,2944828
Kuwait,C̫te d'Ivoire,2072321
Kuwait,China,1769920
Kuwait,Nigeria,1768741
Kuwait,Senegal,1563252
Kuwait,Zimbabwe,1508257
Kuwait,Tanzania,1470440
Kuwait,Canada,1216854
Kuwait,Viet Nam,1181983
Kuwait,Germany,855320
Kuwait,Sri Lanka,813277
Kuwait,Ethiopia,739016
Kuwait,Morocco,707133
Kuwait,Nepal,628625
Kuwait,United Kingdom,492214
Kuwait,Rwanda,359709
Kuwait,Burkina Faso,312168
Kuwait,Spain,288383
Kuwait,France,197194
Kuwait,Italy,175102
Kuwait,Australia,133298
Kuwait,Portugal,117103
Kuwait,Togo,82121
Kuwait,Mozambique,69329
Kuwait,Sierra Leone,66582
Kuwait,Ireland,60719
Kuwait,Netherlands,47903
Kuwait,United Arab Emirates,41930
Kuwait,Lithuania,33420
Kuwait,Belgium,26944
Kuwait,"Congo, Democratic Republic of the",24816
Kuwait,Guinea,20294
Kuwait,Austria,19063
Kuwait,Bulgaria,18226
Kuwait,Singapore,15419
Kuwait,United States of America,14951
Kuwait,Madagascar,14483
Kuwait,Greece,12005
Kuwait,South Africa,9157
Kuwait,Hungary,7999
Kuwait,Finland,7397
Kuwait,Croatia,6305
Kuwait,Monaco,5795
Kuwait,Latvia,1097
Kuwait,Cyprus,671
Kuwait,Malawi,273
Kuwait,Denmark,146
Kuwait,Tunisia,33
Kuwait,Botswana,3
Kuwait,Hong Kong,1
Kuwait,Brazil,1
Kyrgyzstan,Italy,1250
Kyrgyzstan,Germany,1217
Kyrgyzstan,Austria,246
Lao People's Democratic Republic,Viet Nam,16973
Latvia,Lithuania,1338457
Latvia,India,348208
Latvia,Viet Nam,316590
Latvia,Belgium,200279
Latvia,Kenya,199944
Latvia,Benin,142448
Latvia,Germany,128359
Latvia,Ghana,120855
Latvia,Spain,77878
Latvia,Senegal,76948
Latvia,Cameroon,63399
Latvia,Philippines,60992
Latvia,Latvia,56753
Latvia,Uganda,49320
Latvia,Italy,43518
Latvia,Netherlands,34643
Latvia,C̫te d'Ivoire,31743
Latvia,Estonia,28359
Latvia,France,25805
Latvia,Austria,24334
Latvia,Portugal,22608
Latvia,Indonesia,21707
Latvia,Bangladesh,18475
Latvia,Ireland,15824
Latvia,Finland,15722
Latvia,Tanzania,11289
Latvia,Rwanda,7013
Latvia,Bulgaria,3632
Latvia,Luxembourg,2128
Latvia,Zambia,1384
Latvia,Mozambique,1194
Latvia,Malaysia,562
Latvia,Zimbabwe,388
Latvia,Togo,125
Latvia,Colombia,49
Latvia,"Congo, Democratic Republic of the",22
Latvia,Ethiopia, -   
Lebanon,Kenya,15300663
Lebanon,Philippines,9217523
Lebanon,France,4946048
Lebanon,United Kingdom,881680
Lebanon,Spain,707234
Lebanon,Germany,397753
Lebanon,Belgium,384934
Lebanon,Cameroon,291827
Lebanon,Ghana,261974
Lebanon,Lithuania,194737
Lebanon,Netherlands,163907
Lebanon,Italy,155364
Lebanon,Egypt,134717
Lebanon,Pakistan,124310
Lebanon,Thailand,82796
Lebanon,Uganda,75314
Lebanon,Portugal,69113
Lebanon,Bangladesh,64162
Lebanon,Malaysia,41012
Lebanon,Tanzania,38940
Lebanon,Benin,28889
Lebanon,Austria,25116
Lebanon,Latvia,12201
Lebanon,Luxembourg,11697
Lebanon,Viet Nam,10664
Lebanon,Rwanda,9372
Lebanon,South Africa,6700
Lebanon,Mali,5897
Lebanon,Finland,5863
Lebanon,India,5203
Lebanon,United Arab Emirates,4758
Lebanon,China,4169
Lebanon,Turkey,3876
Lebanon,Cyprus,3435
Lebanon,Greece,1564
Lebanon,Senegal,986
Lebanon,Poland,672
Lebanon,"Congo, Democratic Republic of the",480
Lebanon,Nigeria,446
Lebanon,Kuwait,36
Lebanon,United States of America,18
Lebanon,Bahrain,3
Lebanon,Singapore,1
Lesotho,Kenya,142
Lesotho,"Congo, Democratic Republic of the",82
Liberia,Bangladesh,132039
Liberia,Ghana,28892
Liberia,Sierra Leone,2194
Liberia,India,1567
Liberia,C̫te d'Ivoire,637
Liberia,Benin,93
Liberia,United Kingdom,3
Liberia,China,2
Liberia,United States of America,2
Libya,Germany,24115
Libya,Belgium,13377
Libya,Italy,12271
Libya,Spain,8588
Libya,Egypt,1994
Libya,Pakistan,1
Libya,Ghana,0
Liechtenstein,Viet Nam,96047
Liechtenstein,Tanzania,30524
Liechtenstein,Germany,17644
Liechtenstein,Kenya,14912
Liechtenstein,Portugal,7066
Liechtenstein,Spain,6377
Liechtenstein,Belgium,4139
Liechtenstein,Italy,3963
Liechtenstein,Lithuania,3235
Liechtenstein,India,2986
Liechtenstein,Austria,1406
Liechtenstein,Latvia,1014
Liechtenstein,France,629
Liechtenstein,Netherlands,104
Liechtenstein,Ghana,49
Lithuania,Lithuania,1482243
Lithuania,Belgium,1374990
Lithuania,United Kingdom,1143509
Lithuania,Ghana,1112769
Lithuania,Spain,960844
Lithuania,Germany,678636
Lithuania,Viet Nam,400188
Lithuania,Bangladesh,359957
Lithuania,India,317185
Lithuania,Benin,253347
Lithuania,Kenya,226938
Lithuania,Italy,220310
Lithuania,Latvia,213574
Lithuania,Cameroon,195513
Lithuania,Netherlands,180631
Lithuania,Sri Lanka,148240
Lithuania,Israel,147047
Lithuania,France,106993
Lithuania,Portugal,88005
Lithuania,C̫te d'Ivoire,86458
Lithuania,Philippines,85288
Lithuania,Finland,64220
Lithuania,Ireland,55768
Lithuania,Estonia,44541
Lithuania,Senegal,40553
Lithuania,Austria,33158
Lithuania,Tanzania,24869
Lithuania,Egypt,24162
Lithuania,Uganda,19304
Lithuania,South Africa,6940
Lithuania,Liberia,6583
Lithuania,Rwanda,5519
Lithuania,Luxembourg,5469
Lithuania,Mozambique,4744
Lithuania,Indonesia,3154
Lithuania,Bulgaria,2947
Lithuania,Zimbabwe,2188
Lithuania,Malaysia,1201
Lithuania,Tunisia,1036
Lithuania,South Sudan,211
Lithuania,Burundi,149
Lithuania,Mali,53
Lithuania,Zambia,51
Lithuania,"Congo, Democratic Republic of the",35
Lithuania,Nepal,17
Lithuania,China,9
Lithuania,Pakistan,4
Lithuania,Colombia,3
Lithuania,Guinea,2
Lithuania,Ecuador,2
Lithuania,Bolivia (Plurinational State of),2
Lithuania,Thailand,1
Lithuania,Chile,1
Lithuania,Peru,1
Luxembourg,Senegal,1632435
Luxembourg,Luxembourg,1381610
Luxembourg,Cameroon,1271317
Luxembourg,Portugal,1161120
Luxembourg,Belgium,921276
Luxembourg,Viet Nam,752670
Luxembourg,India,719525
Luxembourg,Benin,447710
Luxembourg,Kenya,380791
Luxembourg,Spain,363579
Luxembourg,C̫te d'Ivoire,351561
Luxembourg,Germany,310987
Luxembourg,France,219224
Luxembourg,Uganda,211182
Luxembourg,Ghana,199038
Luxembourg,Austria,132493
Luxembourg,Italy,132109
Luxembourg,Philippines,131011
Luxembourg,Lithuania,93382
Luxembourg,Tanzania,70220
Luxembourg,Netherlands,64191
Luxembourg,Mozambique,35034
Luxembourg,Guinea-Bissau,31700
Luxembourg,Mali,26872
Luxembourg,Gabon,22187
Luxembourg,"Congo, Democratic Republic of the",18803
Luxembourg,Rwanda,18279
Luxembourg,Egypt,8577
Luxembourg,Togo,4506
Luxembourg,Tunisia,4200
Luxembourg,South Africa,3986
Luxembourg,Gambia,3309
Luxembourg,Mongolia,3240
Luxembourg,Burundi,2454
Luxembourg,Estonia,2442
Luxembourg,Bangladesh,1773
Luxembourg,Ireland,1426
Luxembourg,Colombia,1306
Luxembourg,Zambia,1049
Luxembourg,Guinea,547
Luxembourg,Finland,541
Luxembourg,Indonesia,514
Luxembourg,Zimbabwe,265
Luxembourg,Liberia,100
Luxembourg,Latvia,61
Luxembourg,Bulgaria, -   
Macao,Philippines,183137
Macao,Viet Nam,156120
Macao,India,76233
Macao,Portugal,16882
Macao,Netherlands,14528
Macao,France,3696
Macao,Mozambique,3307
Macao,Malaysia,2224
Macao,Spain,2206
Macao,Italy,2009
Macao,Finland,1744
Macao,United Kingdom,1043
Macao,Lithuania,865
Macao,Germany,310
Macao,Belgium,302
Macao,Kenya,250
Macao,Ghana,237
Macao,Uganda,119
Macao,Tanzania,112
Madagascar,Viet Nam,4618
Madagascar,Tanzania,56
Madagascar,Kenya,35
Malawi,Tanzania,5740788
Malawi,Uganda,67951
Malawi,India,50950
Malawi,Egypt,19700
Malawi,Kenya,19498
Malawi,Zimbabwe,10198
Malawi,South Africa,2338
Malawi,Germany,2103
Malawi,Pakistan,1963
Malawi,"Congo, Democratic Republic of the",937
Malawi,Mozambique,833
Malawi,Ghana,494
Malawi,Zambia,332
Malawi,Rwanda,243
Malawi,Cameroon,214
Malawi,Philippines,113
Malawi,Sri Lanka,37
Malawi,Bangladesh,31
Malawi,China,2
Malawi,Nigeria,2
Malawi,Benin,2
Malaysia,Bangladesh,127020237
Malaysia,India,18147705
Malaysia,Viet Nam,17636102
Malaysia,Philippines,13187307
Malaysia,Indonesia,7123704
Malaysia,Kenya,2381057
Malaysia,Ghana,1126550
Malaysia,Uganda,896036
Malaysia,United Kingdom,654328
Malaysia,Germany,523692
Malaysia,France,466944
Malaysia,Italy,403100
Malaysia,Belgium,276671
Malaysia,Netherlands,270582
Malaysia,Tanzania,266468
Malaysia,China,145900
Malaysia,Spain,109237
Malaysia,Malaysia,103267
Malaysia,Egypt,97747
Malaysia,Portugal,94532
Malaysia,Thailand,89523
Malaysia,Benin,85082
Malaysia,South Africa,74337
Malaysia,Greece,71278
Malaysia,Switzerland,57205
Malaysia,Lithuania,56612
Malaysia,Hungary,47686
Malaysia,Austria,42831
Malaysia,Mongolia,41780
Malaysia,Zimbabwe,40916
Malaysia,Denmark,37956
Malaysia,Slovenia,31055
Malaysia,United States of America,30641
Malaysia,Estonia,28476
Malaysia,Czechia,20660
Malaysia,Cameroon,18368
Malaysia,Ireland,15995
Malaysia,Croatia,15948
Malaysia,Nepal,14700
Malaysia,Slovakia,13266
Malaysia,Finland,12372
Malaysia,Sweden,10757
Malaysia,Senegal,10282
Malaysia,Poland,10243
Malaysia,Canada,9912
Malaysia,Luxembourg,9213
Malaysia,Sri Lanka,8804
Malaysia,Norway,6249
Malaysia,Latvia,5940
Malaysia,"Congo, Democratic Republic of the",3556
Malaysia,Liberia,3441
Malaysia,Gabon,2412
Malaysia,Mozambique,1957
Malaysia,Romania,1094
Malaysia,Guinea,1092
Malaysia,Malawi,844
Malaysia,Pakistan,455
Malaysia,C̫te d'Ivoire,445
Malaysia,Sierra Leone,313
Maldives,Philippines,351626
Maldives,Egypt,220174
Maldives,Malaysia,84532
Maldives,Belgium,73529
Maldives,Portugal,54221
Maldives,Netherlands,32166
Maldives,Ghana,31040
Maldives,Uganda,30393
Maldives,Italy,22653
Maldives,Spain,20559
Maldives,Germany,13267
Maldives,Austria,10888
Maldives,Lithuania,9080
Maldives,Finland,5893
Maldives,France,4951
Maldives,Tanzania,4139
Maldives,Viet Nam,3727
Maldives,Cameroon,1259
Maldives,C̫te d'Ivoire,504
Maldives,Kenya,275
Maldives,Zimbabwe,210
Maldives,Bangladesh,18
Mali,France,175558
Mali,Germany,48664
Mali,Italy,16069
Mali,Mali,15553
Mali,Ghana,4173
Mali,Mongolia,2007
Mali,Uganda,1303
Mali,Viet Nam,651
Mali,Kenya,206
Mali,C̫te d'Ivoire,92
Mali,Benin,88
Malta,India,5768944
Malta,Thailand,4359409
Malta,Bangladesh,1654213
Malta,Ghana,1133504
Malta,Italy,658892
Malta,Kenya,597665
Malta,Spain,454990
Malta,Belgium,426831
Malta,Lithuania,270791
Malta,Philippines,250502
Malta,Viet Nam,245040
Malta,Uganda,163259
Malta,Portugal,112394
Malta,France,78163
Malta,Germany,73684
Malta,Senegal,72676
Malta,Tanzania,59190
Malta,Cameroon,50376
Malta,Benin,48378
Malta,Netherlands,42792
Malta,Finland,35274
Malta,Mali,28529
Malta,C̫te d'Ivoire,20747
Malta,Bulgaria,16922
Malta,Egypt,13819
Malta,Latvia,12713
Malta,Zimbabwe,11871
Malta,Austria,10417
Malta,Colombia,8539
Malta,Indonesia,7825
Malta,Guinea-Bissau,4815
Malta,Gabon,4567
Malta,South Africa,4480
Malta,Malaysia,3530
Malta,Ireland,2621
Malta,Malta,1110
Malta,Liberia,942
Malta,"Congo, Democratic Republic of the",713
Malta,Mozambique,571
Malta,Sierra Leone,375
Malta,Guinea,319
Malta,Luxembourg,228
Malta,Zambia,212
Malta,Togo,108
Malta,Estonia,63
Malta,Ethiopia,52
Malta,Rwanda,4
Marshall Islands,Philippines,13987
Marshall Islands,Kenya,830
Marshall Islands,Spain,96
Martinique,Viet Nam,49925
Martinique,Kenya,6157
Martinique,France,5634
Mauritania,Senegal,6
Mauritania,Guinea,2
Mauritania,Mali,2
Mauritania,Guinea-Bissau,1
Mauritius,India,846403
Mauritius,Ghana,8637
Mauritius,Malaysia,7580
Mauritius,France,2733
Mauritius,Italy,2507
Mauritius,Bangladesh,639
Mauritius,Philippines,624
Mauritius,Germany,534
Mauritius,South Africa,489
Mauritius,Mali,41
Mauritius,Uganda,38
Mauritius,Pakistan,4
Mauritius,Indonesia,2
Mauritius,Sri Lanka,2
Mauritius,Nepal,1
Mayotte,"Congo, Democratic Republic of the",94411
Mayotte,Kenya,47758
Mayotte,France,47680
Mayotte,Viet Nam,36900
Mayotte,Tanzania,28763
Mayotte,Senegal,6833
Mayotte,Cameroon,4267
Mayotte,Benin,1770
Mayotte,C̫te d'Ivoire,1600
Mayotte,Bangladesh,1184
Mayotte,Germany,782
Mayotte,Mozambique,746
Mayotte,Mali,672
Mayotte,Ghana,259
Mayotte,Uganda,114
Mayotte,Ethiopia,40
Mayotte,Haiti,16
Mexico,India,1258321
Mexico,Viet Nam,379619
Mexico,Spain,255684
Mexico,Kenya,174396
Mexico,Ghana,168480
Mexico,Germany,85959
Mexico,Tanzania,75392
Mexico,Bangladesh,67444
Mexico,Italy,55084
Mexico,France,46352
Mexico,Uganda,45445
Mexico,C̫te d'Ivoire,23394
Mexico,Colombia,19788
Mexico,Philippines,19622
Mexico,Cameroon,18746
Mexico,South Africa,17797
Mexico,Lithuania,10807
Mexico,Portugal,10136
Mexico,Belgium,7855
Mexico,Haiti,4493
Mexico,Benin,3516
Mexico,Egypt,2858
Mexico,Mali,2435
Mexico,Malaysia,1741
Mexico,Rwanda,1740
Mexico,Indonesia,1720
Mexico,Austria,1235
Mexico,Senegal,1195
Mexico,Estonia,1082
Mexico,Netherlands,1030
Mexico,Latvia,755
Mexico,Mozambique,523
Mexico,Ireland,435
Mexico,Zambia,63
Mexico,Sierra Leone,37
Micronesia (Federated States of),Philippines,283278
Micronesia (Federated States of),Bangladesh,6252
Micronesia (Federated States of),Kenya,1951
"Moldova, Republic of",Italy,249133
"Moldova, Republic of",Germany,177775
"Moldova, Republic of",France,95354
"Moldova, Republic of",Spain,32258
"Moldova, Republic of",Lithuania,16425
"Moldova, Republic of",Belgium,11869
"Moldova, Republic of",Austria,9769
"Moldova, Republic of",Netherlands,9137
"Moldova, Republic of",Portugal,7515
"Moldova, Republic of",Viet Nam,5611
"Moldova, Republic of",Tanzania,3842
"Moldova, Republic of",Latvia,888
"Moldova, Republic of",Estonia,557
"Moldova, Republic of",Kenya,371
"Moldova, Republic of",India,362
"Moldova, Republic of",Ghana,333
"Moldova, Republic of",Ireland,107
"Moldova, Republic of",Bulgaria,67
"Moldova, Republic of",Finland,53
"Moldova, Republic of",United States of America,3
"Moldova, Republic of",Turkey,2
Monaco,Viet Nam,11243
Monaco,Ghana,3734
Monaco,Uganda,1503
Mongolia,Viet Nam,868
Mongolia,Kenya,557
Mongolia,Uganda,63
Mongolia,Australia,3
Montenegro,India,41012
Montenegro,Kenya,36828
Montenegro,Bangladesh,12522
Montenegro,Ghana,11428
Montenegro,Cameroon,5764
Montenegro,Austria,2222
